sample_id,year
74425020-6951-4ccb-b88e-217d079b6719,2018
74425020-6951-4ccb-b88e-217d079b6719,2018
74425020-6951-4ccb-b88e-217d079b6719,2018
74425020-6951-4ccb-b88e-217d079b6719,2018
74425020-6951-4ccb-b88e-217d079b6719,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
cc21801f-721a-41bc-a144-48b6183e5ee7,2018
0fbcb3dd-a6d0-4087-bbf4-7d90bf1bc86d,2018
0fbcb3dd-a6d0-4087-bbf4-7d90bf1bc86d,2018
0fbcb3dd-a6d0-4087-bbf4-7d90bf1bc86d,2018
0fbcb3dd-a6d0-4087-bbf4-7d90bf1bc86d,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
8f48fa06-eb60-4b23-a09e-d01e826627ad,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
abf0af29-c73e-476f-b4e2-1bdb35142b38,2018
6146af10-178a-4b26-97b7-2510f8c2a6c7,2018
6146af10-178a-4b26-97b7-2510f8c2a6c7,2018
6146af10-178a-4b26-97b7-2510f8c2a6c7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
36481177-02eb-4c49-91f3-f303558d73e7,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
83bb9a11-0fba-4d78-bee8-34de3fe50517,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
d29ef254-85c4-45e2-b915-9f3eb4afddf7,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4ffdae85-aaac-48e3-b82a-07a29b384fce,2018
4636990d-d840-47c2-b476-7661ffc0be90,2018
4636990d-d840-47c2-b476-7661ffc0be90,2018
4636990d-d840-47c2-b476-7661ffc0be90,2018
4636990d-d840-47c2-b476-7661ffc0be90,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
5f4b91ea-8fd8-49e7-b36d-12b7cf5e659e,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
58696612-7a91-48c4-90eb-2930519f5d31,2018
bfd2c914-9438-4f5c-a238-18489f239a62,2018
bfd2c914-9438-4f5c-a238-18489f239a62,2018
bfd2c914-9438-4f5c-a238-18489f239a62,2018
bfd2c914-9438-4f5c-a238-18489f239a62,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
30b98f61-88fd-4a7c-9347-293b865ac0da,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
57c867b1-e45b-4967-90f7-297902f92a61,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
0cf563b2-0352-48f0-89d1-f22fc972d418,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
eb2c2efb-271e-464a-94b4-adf6df8f3225,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
9751137f-f782-4355-90ef-3d782cf05a99,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
94a5a2ba-95c9-409f-8353-16b04a8aea14,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
635e72d2-ba58-4cb5-80cc-cb7fcc20cf9d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
67442bdb-c875-4696-a1f7-788b46bade0d,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
f8071c98-08ae-4ddf-aabb-e8c6d4e8cb72,2018
15e3f982-e2c0-4a92-9969-e75b4d6791d6,2018
15e3f982-e2c0-4a92-9969-e75b4d6791d6,2018
15e3f982-e2c0-4a92-9969-e75b4d6791d6,2018
15e3f982-e2c0-4a92-9969-e75b4d6791d6,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
4583cc2f-4bea-4d29-aaae-2caad78a9454,2018
ddd6a649-c2da-409b-9db8-325a8a0c4618,2018
ddd6a649-c2da-409b-9db8-325a8a0c4618,2018
ddd6a649-c2da-409b-9db8-325a8a0c4618,2018
ddd6a649-c2da-409b-9db8-325a8a0c4618,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
bfc4d6bd-cf99-4ab6-b0c4-f828f63bea38,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
d435b66f-6b22-4703-9499-d5a992a7861f,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
f2e6b0f2-7836-420b-89ed-979f59a7519c,2018
34afdaf3-a594-4a72-bb2a-acd5c222195a,2018
34afdaf3-a594-4a72-bb2a-acd5c222195a,2018
34afdaf3-a594-4a72-bb2a-acd5c222195a,2018
34afdaf3-a594-4a72-bb2a-acd5c222195a,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
91ac51da-f84a-4a84-a920-a80ceca0ec1c,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
62a9d4cb-a1c0-4d2b-bc6c-7c61f381f29b,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
d5290381-ec63-412c-b6b7-854bad369a65,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
745248b2-9bc7-48c9-9b5f-bc4ca4d73d95,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
d686c75c-4cea-4e9c-9585-217702f6c305,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
91e91e24-a5a6-4125-b0f0-40d1ecd3cc52,2018
5d2cf129-5de1-45a0-90c1-f84c87b87608,2018
5d2cf129-5de1-45a0-90c1-f84c87b87608,2018
5d2cf129-5de1-45a0-90c1-f84c87b87608,2018
5d2cf129-5de1-45a0-90c1-f84c87b87608,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
96ef5538-3aa2-4907-ab32-8076fe049b16,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
30671dd0-50e2-4d2d-b2d2-46eb1e53c207,2018
d319b821-1b15-4adb-8e87-f8d671062db6,2018
d319b821-1b15-4adb-8e87-f8d671062db6,2018
d319b821-1b15-4adb-8e87-f8d671062db6,2018
d319b821-1b15-4adb-8e87-f8d671062db6,2018
f384eae6-df71-4c7a-9f55-4867b454022f,2018
f384eae6-df71-4c7a-9f55-4867b454022f,2018
f384eae6-df71-4c7a-9f55-4867b454022f,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
4b32d2cb-a856-4163-b0df-3423e5b7f031,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
2684b036-2269-4ff6-8464-b67258f96a1f,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
e5cc7686-d4f8-4ef2-bcb2-f278021603a0,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
f18e1eb2-724d-49a5-a9f4-8b143d23c6b5,2018
0d2dc867-f2bd-41b1-9834-4be1996dd089,2018
0d2dc867-f2bd-41b1-9834-4be1996dd089,2018
0d2dc867-f2bd-41b1-9834-4be1996dd089,2018
0d2dc867-f2bd-41b1-9834-4be1996dd089,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
f961ebc3-508a-4351-a2ec-a88698bd8f61,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
5e6fc93d-abc4-4edd-8c35-ce303be94f4a,2018
985c4065-4879-4dca-b543-5b30a85dcbb7,2018
985c4065-4879-4dca-b543-5b30a85dcbb7,2018
985c4065-4879-4dca-b543-5b30a85dcbb7,2018
985c4065-4879-4dca-b543-5b30a85dcbb7,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
59b64977-0f87-4b7a-9dd4-a2e0c8de317b,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
8a85ab7e-15b3-454b-8f0a-cffd61fc1a32,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
a07812bc-3ad7-49ed-a939-ab5790dd9bf5,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
5af219fe-07cd-4f08-92a9-85d5c124cc26,2018
075758bf-15b7-40f3-9b2c-88bb3eaed6ea,2018
075758bf-15b7-40f3-9b2c-88bb3eaed6ea,2018
075758bf-15b7-40f3-9b2c-88bb3eaed6ea,2018
075758bf-15b7-40f3-9b2c-88bb3eaed6ea,2018
d57c65c3-42d1-4d79-b20c-84b0536ba9c0,2018
d57c65c3-42d1-4d79-b20c-84b0536ba9c0,2018
d57c65c3-42d1-4d79-b20c-84b0536ba9c0,2018
2e905d1c-35b5-4510-8fd9-7e537ae11d35,2018
2e905d1c-35b5-4510-8fd9-7e537ae11d35,2018
2e905d1c-35b5-4510-8fd9-7e537ae11d35,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
cbb1c4b2-a1be-4aff-a2ff-4a601016eb14,2018
f27556ab-7708-4430-bb70-70e5208bf980,2018
f27556ab-7708-4430-bb70-70e5208bf980,2018
f27556ab-7708-4430-bb70-70e5208bf980,2018
0b7344b2-33b2-48ed-b5d8-9f37d317b88a,2018
0b7344b2-33b2-48ed-b5d8-9f37d317b88a,2018
0b7344b2-33b2-48ed-b5d8-9f37d317b88a,2018
744c4ee0-2fd6-46c7-9086-4ae9240562a9,2018
